 Day:+25, З 1м/с, 746,  Evening:+23, 744
 Day:+31, В 2м/с, 748,  Evening:+26, 748
 Day:+31, В 3м/с, 746,  Evening:+27, 746
 Day:+35, Ю 3м/с, 741,  Evening:+24, 741
 Day:+29, З 3м/с, 742,  Evening:+22, 743
 Day:+27, СЗ 2м/с, 743,  Evening:+21, 745
 Day:+27, С 2м/с, 746,  Evening:+19, 747
 Day:+28, З 2м/с, 748,  Evening:+19, 749
 Day:+26, ЮВ 1м/с, 748,  Evening:+18, 748
 Day:+29, СЗ 1м/с, 748,  Evening:+26, 745
 Day:+37, З 2м/с, 742,  Evening:+33, 740
 Day:+33, З 2м/с, 739,  Evening:+25, 741
 Day:+28, З 2м/с, 747,  Evening:+25, 747
 Day:+22, ЮЗ 1м/с, 749,  Evening:+21, 749
 Day:+23, С 1м/с, 747,  Evening:+21, 748
 Day:+22, СЗ 1м/с, 748,  Evening:+20, 748
 Day:+27, СЗ 2м/с, 746,  Evening:+18, 746
 Day:+27, З 2м/с, 746,  Evening:+19, 746
 Day:+23, СВ 2м/с, 750,  Evening:+18, 751
 Day:+24, В 2м/с, 751,  Evening:+20, 750
 Day:+21, В 2м/с, 747,  Evening:+16, 746
 Day:+22, СЗ 1м/с, 748,  Evening:+13, 747
 Day:+19, СВ 1м/с, 745,  Evening:+16, 742
 Day:+19, З 6м/с, 740,  Evening:+15, 744
 Day:+20, ЮЗ 3м/с, 746,  Evening:+13, 747
 Day:+25, З 3м/с, 753,  Evening:+17, 753
 Day:+29, З 2м/с, 752,  Evening:+19, 752
 Day:+31, СЗ 1м/с, 750,  Evening:+21, 749
 Day:+31, ЮЗ 2м/с, 745,  Evening:+23, 746
 Day:+23, З 2м/с, 748,  Evening:+20, 749
 Day:+28, З 3м/с, 750,  Evening:+23, 751
 Day:+22, ЮВ 1м/с, 751,  Evening:+17, 750
 Day:+26, СВ 3м/с, 747,  Evening:+21, 747
 Day:+25, С 2м/с, 744,  Evening:+21, 744
 Day:+26, СВ 2м/с, 743,  Evening:+18, 744
 Day:+24, СЗ 2м/с, 748,  Evening:+17, 750
 Day:+19, СВ 3м/с, 752,  Evening:+15, 753
 Day:+26, З 4м/с, 749,  Evening:+21, 748
 Day:+27, СВ 2м/с, 750,  Evening:+20, 750
 Day:+30, З 2м/с, 752,  Evening:+22, 751
 Day:+32, З 2м/с, 750,  Evening:+22, 750
 Day:+31, СЗ 2м/с, 748,  Evening:+24, 748
 Day:+22, С 2м/с, 749,  Evening:+17, 749
 Day:+23, СЗ 3м/с, 745,  Evening:+15, 745
 Day:+21, З 3м/с, 744,  Evening:+14, 744
 Day:+19, СЗ 2м/с, 745,  Evening:+11, 747
 Day:+24, СЗ 4м/с, 745,  Evening:+19, 745
 Day:+25, СЗ 2м/с, 745,  Evening:+20, 746
 Day:+25, СЗ 1м/с, 746,  Evening:+17, 746
 Day:+23, СЗ 3м/с, 746,  Evening:+17, 746
 Day:+19, С 2м/с, 745,  Evening:+15, 746
 Day:+19, СЗ 3м/с, 749,  Evening:+15, 751
 Day:+22, СВ 2м/с, 750,  Evening:+16, 752
 Day:+24, З 2м/с, 752,  Evening:+19, 751
 Day:+31, З 3м/с, 750,  Evening:+25, 749
 Day:+26, В 1м/с, 757,  Evening:+21, 756
 Day:+29, СЗ 3м/с, 758,  Evening:+19, 758
 Day:+30, СЗ 2м/с, 758,  Evening:+19, 757
 Day:+31, СЗ 2м/с, 757,  Evening:+22, 756
 Day:+31, СЗ 1м/с, 754,  Evening:+21, 752
 Day:+30, СЗ 2м/с, 749,  Evening:+23, 749
 Day:+26, СВ 2м/с, 750,  Evening:+21, 751
 Day:+26, З 2м/с, 751,  Evening:+21, 750
 Day:+30, З 3м/с, 746,  Evening:+23, 744
 Day:+23, ЮЗ 3м/с, 740,  Evening:+16, 740
 Day:+20, ЮВ 1м/с, 739,  Evening:+18, 738
 Day:+21, З 1м/с, 737,  Evening:+16, 737
 Day:+22, С 1м/с, 735,  Evening:+16, 734
 Day:+17, З 4м/с, 735,  Evening:+13, 737
 Day:+14, З 2м/с, 736,  Evening:+15, 737
 Day:+19, ЮЗ 2м/с, 743,  Evening:+14, 745
 Day:+20, ЮЗ 3м/с, 748,  Evening:+18, 747
 Day:+19, З 2м/с, 745,  Evening:+15, 743
 Day:+16, З 3м/с, 743,  Evening:+10, 745
 Day:+22, З 2м/с, 749,  Evening:+17, 749
 Day:+25, ЮВ 2м/с, 747,  Evening:+21, 744
 Day:+25, ЮЗ 4м/с, 741,  Evening:+21, 744
 Day:+23, З 2м/с, 748,  Evening:+17, 747
 Day:+24, З 3м/с, 746,  Evening:+19, 746
 Day:+23, ЮЗ 3м/с, 746,  Evening:+19, 746
 Day:+22, З 3м/с, 746,  Evening:+19, 747
 Day:+23, В 3м/с, 745,  Evening:+19, 743
 Day:+16, З 4м/с, 743,  Evening:+14, 745
 Day:+12, З 4м/с, 747,  Evening:+11, 749
 Day:+12, З 2м/с, 743,  Evening:+11, 744
 Day:+18, ЮЗ 2м/с, 746,  Evening:+13, 744
 Day:+15, З 2м/с, 742,  Evening:+12, 744
 Day:+13, С 1м/с, 753,  Evening:+10, 754
 Day:+20, ЮВ 2м/с, 748,  Evening:+18, 746
 Day:+17, ЮЗ 2м/с, 745,  Evening:+12, 746
 Day:+13, З 3м/с, 753,  Evening:+8, 756
 Day:+15, З 1м/с, 761,  Evening:+9, 761
 Day:+20, ЮВ 1м/с, 759,  Evening:+17, 757
 Day:+22, В 2м/с, 754,  Evening:+18, 753
 Day:+28, Ю 3м/с, 750,  Evening:+24, 750
 Day:+28, СЗ 1м/с, 752,  Evening:+24, 752
 Day:+29, Ю 2м/с, 751,  Evening:+23, 751
 Day:+30, ЮЗ 3м/с, 751,  Evening:+24, 751
 Day:+32, З 2м/с, 751,  Evening:+24, 752
 Day:+32, СЗ 2м/с, 753,  Evening:+23, 754
 Day:+23, В 2м/с, 754,  Evening:+21, 754
 Day:+24, СВ 2м/с, 756,  Evening:+18, 756
 Day:+23, З 2м/с, 757,  Evening:+14, 757
 Day:+27, СВ 2м/с, 756,  Evening:+21, 757
 Day:+26, З 2м/с, 758,  Evening:+17, 757
 Day:+29, З 2м/с, 756,  Evening:+18, 755
 Day:+30, ЮЗ 2м/с, 752,  Evening:+19, 752
 Day:+28, СВ 2м/с, 754,  Evening:+20, 753
 Day:+30, З 2м/с, 751,  Evening:+19, 750
 Day:+30, З 2м/с, 746,  Evening:+19, 745
 Day:+29, СВ 2м/с, 742,  Evening:+19, 742
 Day:+20, СВ 3м/с, 744,  Evening:+15, 746
 Day:+21, СВ 2м/с, 751,  Evening:+17, 753
 Day:+22, ЮВ 1м/с, 755,  Evening:+14, 756
 Day:0, В 3м/с, 737,  Evening:+1, 736
 Day:-1, З 3м/с, 738,  Evening:-4, 741
 Day:+2, ЮЗ 2м/с, 747,  Evening:-2, 748
 Day:+4, ЮЗ 4м/с, 746,  Evening:+2, 746
 Day:+1, В 2м/с, 740,  Evening:0, 740
 Day:+5, З 4м/с, 745,  Evening:+2, 745
 Day:+11, З 4м/с, 742,  Evening:+4, 744
 Day:+4, СЗ 1м/с, 742,  Evening:+4, 742
 Day:+3, С 2м/с, 744,  Evening:0, 746
 Day:+1, С 2м/с, 753,  Evening:-1, 756
 Day:+3, С 2м/с, 762,  Evening:-1, 763
 Day:+7, З 3м/с, 763,  Evening:+3, 762
 Day:+10, Ю 3м/с, 760,  Evening:+7, 758
 Day:+11, Ю 2м/с, 757,  Evening:+8, 756
 Day:+9, ЮЗ 2м/с, 756,  Evening:+8, 756
 Day:+16, ЮЗ 2м/с, 756,  Evening:+11, 756
 Day:+15, ЮЗ 2м/с, 753,  Evening:+11, 753
 Day:+12, С 1м/с, 756,  Evening:+8, 756
 Day:+15, СЗ 2м/с, 757,  Evening:+11, 757
 Day:+18, З 1м/с, 755,  Evening:+11, 754
 Day:+19, С 2м/с, 755,  Evening:+11, 758
 Day:+15, Ю 2м/с, 759,  Evening:+11, 758
 Day:+20, З 3м/с, 748,  Evening:+16, 744
 Day:+5, СЗ 3м/с, 744,  Evening:+1, 746
 Day:+6, З 4м/с, 743,  Evening:+3, 743
 Day:+6, СЗ 3м/с, 748,  Evening:+2, 751
 Day:+12, З 3м/с, 753,  Evening:+10, 753
 Day:+18, З 3м/с, 753,  Evening:+13, 753
 Day:+19, Ю 2м/с, 749,  Evening:+14, 749
 Day:-3, В 2м/с, 759,  Evening:-6, 759
 Day:-4, В 2м/с, 759,  Evening:-8, 758
 Day:-6, В 2м/с, 757,  Evening:-8, 757
 Day:-5, ЮВ 2м/с, 756,  Evening:-8, 755
 Day:-4, З 1м/с, 755,  Evening:-8, 755
 Day:+1, СЗ 2м/с, 757,  Evening:-4, 758
 Day:+1, СЗ 3м/с, 764,  Evening:-6, 764
 Day:-1, З 3м/с, 762,  Evening:-4, 761
 Day:-2, З 2м/с, 760,  Evening:-4, 760
 Day:+1, З 3м/с, 758,  Evening:-3, 756
 Day:+4, ЮЗ 3м/с, 749,  Evening:-2, 747
 Day:+2, СВ 2м/с, 745,  Evening:+1, 743
 Day:+3, СЗ 3м/с, 737,  Evening:+2, 738
 Day:+4, З 2м/с, 741,  Evening:+2, 738
 Day:+5, ЮЗ 3м/с, 741,  Evening:+2, 741
 Day:+5, Ю 4м/с, 735,  Evening:+5, 733
 Day:+2, ЮВ 1м/с, 734,  Evening:0, 733
 Day:0, З 3м/с, 725,  Evening:-1, 726
 Day:+2, З 5м/с, 737,  Evening:-3, 740
 Day:+1, С 1м/с, 740,  Evening:-2, 743
 Day:+1, С 2м/с, 753,  Evening:-6, 754
 Day:+5, ЮЗ 4м/с, 748,  Evening:+4, 747
 Day:+9, З 2м/с, 751,  Evening:+4, 753
 Day:+11, ЮЗ 2м/с, 755,  Evening:+5, 756
 Day:+9, Ю 3м/с, 755,  Evening:+7, 755
 Day:+13, ЮЗ 2м/с, 752,  Evening:+3, 754
 Day:+4, СВ 2м/с, 756,  Evening:+1, 753
 Day:+7, З 3м/с, 740,  Evening:-1, 739
 Day:+2, СВ 3м/с, 740,  Evening:-1, 741
 Day:+3, СВ 4м/с, 738,  Evening:0, 735
 Day:-20, В 2м/с, 775,  Evening:-26, 776
 Day:-19, ЮЗ 1м/с, 775,  Evening:-22, 773
 Day:-16, З 3м/с, 761,  Evening:-15, 758
 Day:-12, Ю 1м/с, 747,  Evening:-12, 745
 Day:-16, С 2м/с, 750,  Evening:-19, 752
 Day:-15, С 1м/с, 754,  Evening:-21, 755
 Day:-19, ЮВ 2м/с, 758,  Evening:-24, 759
 Day:-15, ЮВ 2м/с, 759,  Evening:-16, 759
 Day:-13, В 2м/с, 761,  Evening:-14, 761
 Day:-15, В 2м/с, 761,  Evening:-18, 760
 Day:-13, ЮВ 2м/с, 760,  Evening:-13, 759
 Day:-9, Ю 2м/с, 754,  Evening:-8, 753
 Day:-1, Ю 1м/с, 753,  Evening:-1, 753
 Day:+1, Ю 2м/с, 754,  Evening:-1, 755
 Day:-3, ЮВ 2м/с, 754,  Evening:-6, 754
 Day:-4, ЮВ 1м/с, 753,  Evening:-5, 752
 Day:-5, Ю 2м/с, 748,  Evening:-7, 747
 Day:-3, Ю 1м/с, 739,  Evening:-2, 738
 Day:+1, З 3м/с, 737,  Evening:0, 739
 Day:0, З 1м/с, 741,  Evening:-2, 741
 Day:-3, С 2м/с, 746,  Evening:-13, 751
 Day:-16, СВ 2м/с, 762,  Evening:-19, 765
 Day:-17, Ю 2м/с, 769,  Evening:-20, 769
 Day:-15, ЮЗ 2м/с, 769,  Evening:-18, 769
 Day:-9, З 2м/с, 769,  Evening:-13, 769
 Day:-4, ЮЗ 2м/с, 766,  Evening:-9, 765
 Day:+1, З 1м/с, 762,  Evening:-11, 761
 Day:0, З 1м/с, 759,  Evening:-1, 759
 Day:-1, З 1м/с, 758,  Evening:-2, 759
 Day:-3, С 1м/с, 762,  Evening:-3, 763
 Day:-8, В 3м/с, 765,  Evening:-8, 764
 Day:-10, ЮВ 1м/с, 763,  Evening:-11, 762
 Day:-12, Ю 2м/с, 759,  Evening:-10, 758
 Day:-6, Ю 1м/с, 755,  Evening:-6, 756
 Day:-3, Ю 2м/с, 751,  Evening:+1, 749
 Day:0, З 2м/с, 745,  Evening:0, 743
 Day:0, З 1м/с, 742,  Evening:0, 743
 Day:+1, Ю 3м/с, 735,  Evening:+1, 735
 Day:0, ЮЗ 2м/с, 739,  Evening:-1, 741
 Day:+1, Ю 3м/с, 736,  Evening:+1, 737
 Day:0, ЮЗ 2м/с, 740,  Evening:-4, 742
 Day:-9, З 3м/с, 750,  Evening:-11, 752
 Day:-10, В 2м/с, 753,  Evening:-8, 747
 Day:-4, З 4м/с, 740,  Evening:-10, 742
 Day:-11, З 3м/с, 747,  Evening:-15, 747
 Day:-18, С 2м/с, 747,  Evening:-22, 749
 Day:-19, СЗ 3м/с, 755,  Evening:-16, 756
 Day:-12, З 2м/с, 759,  Evening:-12, 759
 Day:-13, В 1м/с, 758,  Evening:-19, 758
 Day:-15, В 3м/с, 752,  Evening:-13, 751
 Day:-10, В 4м/с, 750,  Evening:-10, 750
 Day:-12, В 3м/с, 752,  Evening:-15, 754
 Day:-17, СЗ 2м/с, 754,  Evening:-21, 755
 Day:-17, З 2м/с, 756,  Evening:-21, 756
 Day:-22, С 2м/с, 759,  Evening:-26, 760
 Day:-27, С 2м/с, 766,  Evening:-29, 768
 Day:-23, СЗ 2м/с, 773,  Evening:-25, 773
 Day:-4, ЮЗ 1м/с, 747,  Evening:-2, 744
 Day:0, ЮЗ 3м/с, 733,  Evening:+1, 734
 Day:-5, С 3м/с, 743,  Evening:-9, 747
 Day:-8, З 2м/с, 744,  Evening:-5, 742
 Day:-2, Ю 4м/с, 738,  Evening:-2, 737
 Day:0, З 3м/с, 738,  Evening:-3, 743
 Day:-1, Ю 3м/с, 742,  Evening:-1, 744
 Day:-2, ЮВ 1м/с, 743,  Evening:-3, 742
 Day:-5, З 2м/с, 741,  Evening:-5, 741
 Day:-7, ЮЗ 1м/с, 745,  Evening:-7, 748
 Day:-8, СВ 1м/с, 755,  Evening:-8, 757
 Day:-10, ЮЗ 2м/с, 756,  Evening:-9, 755
 Day:-7, ЮЗ 4м/с, 744,  Evening:-9, 739
 Day:-5, З 3м/с, 731,  Evening:-5, 732
 Day:-9, СЗ 4м/с, 741,  Evening:-10, 743
 Day:-13, СЗ 3м/с, 751,  Evening:-11, 753
 Day:-9, Ю 1м/с, 753,  Evening:-7, 750
 Day:0, З 2м/с, 741,  Evening:+1, 744
 Day:0, СЗ 2м/с, 748,  Evening:-4, 752
 Day:-9, З 1м/с, 759,  Evening:-8, 760
 Day:-3, ЮЗ 3м/с, 756,  Evening:-3, 753
 Day:-2, ЮЗ 1м/с, 747,  Evening:-2, 749
 Day:0, ЮЗ 2м/с, 750,  Evening:0, 749
 Day:0, З 3м/с, 746,  Evening:+1, 748
 Day:+2, З 2м/с, 756,  Evening:-1, 757
 Day:-2, ЮЗ 2м/с, 759,  Evening:-3, 759
 Day:-6, З 1м/с, 761,  Evening:-9, 762
 Day:-8, ЮЗ 1м/с, 763,  Evening:-7, 763
 Day:-5, Ю 1м/с, 762,  Evening:-8, 761
 Day:-4, ЮЗ 1м/с, 757,  Evening:-3, 756
 Day:+5, З 3м/с, 753,  Evening:+2, 755
 Day:+6, ЮЗ 1м/с, 754,  Evening:+6, 752
 Day:+8, ЮЗ 2м/с, 751,  Evening:+8, 750
 Day:+9, Ю 2м/с, 750,  Evening:+8, 749
 Day:+10, З 1м/с, 751,  Evening:+9, 752
 Day:+12, ЮЗ 2м/с, 753,  Evening:+9, 755
 Day:+12, ЮВ 2м/с, 753,  Evening:+9, 752
 Day:+10, ЮВ 2м/с, 749,  Evening:+7, 749
 Day:+8, З 2м/с, 755,  Evening:+2, 757
 Day:+8, Ю 2м/с, 759,  Evening:+8, 760
 Day:+8, Ю 2м/с, 760,  Evening:+5, 759
 Day:+5, З 2м/с, 757,  Evening:+5, 757
 Day:+6, ЮВ 2м/с, 756,  Evening:+5, 754
 Day:+7, ЮВ 2м/с, 747,  Evening:+5, 745
 Day:+3, С 1м/с, 743,  Evening:+2, 745
 Day:+1, З 2м/с, 747,  Evening:0, 746
 Day:+2, ЮЗ 4м/с, 742,  Evening:+3, 739
 Day:+3, СЗ 5м/с, 742,  Evening:+2, 748
 Day:+2, СЗ 1м/с, 764,  Evening:+1, 765
 Day:+2, ЮЗ 3м/с, 766,  Evening:0, 765
 Day:+2, ЮВ 1м/с, 763,  Evening:+1, 763
 Day:+2, В 2м/с, 764,  Evening:0, 764
 Day:+1, В 2м/с, 760,  Evening:-1, 759
 Day:+1, В 1м/с, 756,  Evening:-1, 755
 Day:0, В 2м/с, 753,  Evening:-2, 752
 Day:+2, Ю 3м/с, 749,  Evening:+2, 748
 Day:+1, З 2м/с, 745,  Evening:+1, 744
 Day:-2, ЮЗ 3м/с, 737,  Evening:-2, 735
 Day:+1, ЮЗ 3м/с, 735,  Evening:+1, 738
 Day:+4, З 3м/с, 747,  Evening:+2, 749
 Day:+5, СВ 1м/с, 753,  Evening:-1, 754
 Day:+2, СВ 2м/с, 753,  Evening:+1, 754
 Day:+2, СВ 3м/с, 755,  Evening:+2, 754
 Day:+3, СВ 2м/с, 750,  Evening:+1, 749
 Day:+2, З 2м/с, 751,  Evening:+2, 752
 Day:+12, З 4м/с, 751,  Evening:+8, 750
 Day:+9, З 2м/с, 749,  Evening:+9, 750
 Day:+13, З 2м/с, 754,  Evening:+11, 755
 Day:+12, З 3м/с, 756,  Evening:+11, 758
 Day:+12, ЮЗ 1м/с, 759,  Evening:+10, 758
 Day:+12, З 3м/с, 751,  Evening:+10, 752
 Day:+9, З 2м/с, 750,  Evening:+6, 746
 Day:+4, СЗ 2м/с, 748,  Evening:+3, 750
 Day:+6, З 3м/с, 751,  Evening:+6, 750
 Day:+10, ЮЗ 2м/с, 748,  Evening:+9, 748
 Day:+11, ЮЗ 2м/с, 744,  Evening:+11, 746
 Day:+6, СВ 1м/с, 752,  Evening:+7, 751
 Day:+14, ЮВ 1м/с, 742,  Evening:+12, 742
 Day:+8, СЗ 3м/с, 749,  Evening:+3, 751
 Day:+6, З 2м/с, 749,  Evening:+3, 749
 Day:+4, СВ 2м/с, 753,  Evening:0, 755
 Day:+4, С 2м/с, 762,  Evening:-1, 763
 Day:+4, ЮЗ 3м/с, 758,  Evening:+2, 756
 Day:+6, ЮЗ 3м/с, 750,  Evening:+5, 750
 Day:+10, З 4м/с, 749,  Evening:+9, 750
 Day:+8, ЮЗ 3м/с, 745,  Evening:+7, 745
 Day:+11, ЮЗ 2м/с, 747,  Evening:+10, 748
 Day:+10, Ю 2м/с, 748,  Evening:+10, 748
 Day:+12, З 2м/с, 749,  Evening:+10, 750
 Day:+20, ЮВ 2м/с, 745,  Evening:+15, 744
 Day:+18, ЮЗ 3м/с, 743,  Evening:+16, 745
 Day:+21, З 3м/с, 745,  Evening:+18, 746
 Day:+22, СВ 1м/с, 746,  Evening:+18, 745
 Day:+24, В 2м/с, 744,  Evening:+19, 743
 Day:+20, Ю 2м/с, 744,  Evening:+16, 748
 Day:+18, ЮВ 1м/с, 752,  Evening:+14, 752
 Day:+20, ЮВ 1м/с, 750,  Evening:+16, 749
 Day:+20, З 2м/с, 748,  Evening:+14, 747
 Day:+14, В 1м/с, 742,  Evening:+13, 743
 Day:+15, СВ 2м/с, 748,  Evening:+13, 750
 Day:+18, С 1м/с, 752,  Evening:+15, 753
 Day:+18, СЗ 1м/с, 753,  Evening:+12, 754
 Day:+19, ЮВ 1м/с, 754,  Evening:+11, 754
 Day:+20, Ю 1м/с, 753,  Evening:+16, 752
 Day:+20, В 1м/с, 750,  Evening:+17, 749
 Day:+15, ЮВ 2м/с, 749,  Evening:+13, 749
 Day:+13, В 3м/с, 750,  Evening:+12, 750
 Day:+14, В 3м/с, 751,  Evening:+11, 751
 Day:+14, В 2м/с, 750,  Evening:+14, 750
 Day:+11, ЮВ 3м/с, 747,  Evening:+10, 746
 Day:+16, Ю 1м/с, 745,  Evening:+13, 743
 Day:+14, Ю 2м/с, 737,  Evening:+12, 737
 Day:+12, Ю 2м/с, 733,  Evening:+10, 733
 Day:+11, ЮЗ 2м/с, 733,  Evening:+9, 734
 Day:+9, З 3м/с, 740,  Evening:+6, 742
 Day:+8, Ю 1м/с, 744,  Evening:+5, 740
 Day:+4, З 5м/с, 737,  Evening:+5, 743
 Day:+9, ЮЗ 3м/с, 744,  Evening:+6, 743
 Day:+19, З 1м/с, 733,  Evening:+18, 733
 Day:+21, СЗ 2м/с, 735,  Evening:+20, 737
 Day:+23, З 2м/с, 740,  Evening:+19, 741
 Day:+26, З 2м/с, 742,  Evening:+18, 742
 Day:+21, СВ 1м/с, 743,  Evening:+23, 743
 Day:+28, С 2м/с, 742,  Evening:+21, 743
 Day:+18, С 2м/с, 744,  Evening:+16, 745
 Day:+20, С 2м/с, 744,  Evening:+18, 745
 Day:+23, С 2м/с, 745,  Evening:+20, 746
 Day:+26, СВ 2м/с, 745,  Evening:+18, 746
 Day:+29, З 1м/с, 748,  Evening:+19, 748
 Day:+30, З 3м/с, 750,  Evening:+19, 750
 Day:+31, З 1м/с, 750,  Evening:+22, 751
 Day:+33, З 3м/с, 751,  Evening:+22, 752
 Day:+34, Ш, 752,  Evening:+26, 752
 Day:+32, Ю 3м/с, 751,  Evening:+23, 751
 Day:+29, С 1м/с, 750,  Evening:+22, 751
 Day:+22, С 3м/с, 750,  Evening:+19, 751
 Day:+20, В 1м/с, 750,  Evening:+18, 750
 Day:+24, С 2м/с, 750,  Evening:+20, 751
 Day:+25, СВ 2м/с, 751,  Evening:+21, 751
 Day:+27, С 1м/с, 750,  Evening:+21, 751
 Day:+28, СЗ 2м/с, 750,  Evening:+17, 750
 Day:+29, З 2м/с, 748,  Evening:+19, 748
 Day:+27, Ю 1м/с, 747,  Evening:+19, 747
 Day:+21, С 2м/с, 744,  Evening:+12, 746
 Day:+17, С 3м/с, 750,  Evening:+12, 752
 Day:+17, С 2м/с, 754,  Evening:+10, 754
 Day:+22, З 2м/с, 753,  Evening:+15, 753
 Day:+23, З 2м/с, 752,  Evening:+19, 752
 Day:+27, ЮВ 1м/с, 747,  Evening:+22, 747
 Day:+27, СВ 2м/с, 747,  Evening:+23, 747
 Day:+27, С 2м/с, 747,  Evening:+22, 748
 Day:+26, В 2м/с, 750,  Evening:+22, 751
 Day:+29, СВ 1м/с, 750,  Evening:+24, 750
 Day:+33, З 2м/с, 750,  Evening:+22, 750
 Day:+32, СВ 2м/с, 750,  Evening:+28, 750
 Day:+25, Ю 1м/с, 748,  Evening:+25, 746
 Day:+26, З 2м/с, 741,  Evening:+22, 741
 Day:+23, З 2м/с, 738,  Evening:+19, 738
 Day:+24, Ю 1м/с, 738,  Evening:+19, 740
 Day:+26, СЗ 1м/с, 741,  Evening:+23, 742
 Day:+28, СЗ 3м/с, 743,  Evening:+22, 744
 Day:+24, СЗ 3м/с, 747,  Evening:+19, 748
 Day:+26, З 2м/с, 749,  Evening:+16, 749
 Day:+29, З 3м/с, 746,  Evening:+24, 745
 Day:+27, ЮВ 1м/с, 741,  Evening:+19, 742
 Day:+24, СЗ 4м/с, 744,  Evening:+20, 745
 Day:+25, С 1м/с, 745,  Evening:+20, 745
 Day:+28, СВ 1м/с, 744,  Evening:+18, 745
 Day:+30, СЗ 1м/с, 741,  Evening:+20, 740
 Day:+23, З 2м/с, 739,  Evening:+15, 741
 Day:+25, З 2м/с, 744,  Evening:+22, 744
 Day:+24, ЮВ 2м/с, 742,  Evening:+18, 742
 Day:+20, З 2м/с, 740,  Evening:+17, 740
 Day:+20, Ю 2м/с, 738,  Evening:+19, 737
 Day:+19, СВ 2м/с, 737,  Evening:+15, 739
 Day:+26, З 3м/с, 741,  Evening:+17, 742
 Day:+25, ЮВ 1м/с, 742,  Evening:+18, 743
 Day:+27, ЮВ 2м/с, 741,  Evening:+22, 741
 Day:+19, В 1м/с, 746,  Evening:+18, 745
 Day:+24, ЮВ 2м/с, 745,  Evening:+18, 746
 Day:+26, СВ 2м/с, 745,  Evening:+20, 745
 Day:+27, СЗ 2м/с, 745,  Evening:+15, 745
 Day:+20, З 3м/с, 744,  Evening:+15, 746
 Day:+19, З 3м/с, 746,  Evening:+13, 747
 Day:+21, СВ 2м/с, 748,  Evening:+16, 749
 Day:+24, З 2м/с, 748,  Evening:+14, 747
 Day:+21, С 1м/с, 746,  Evening:+16, 746
 Day:+25, З 2м/с, 748,  Evening:+15, 748
 Day:+29, ЮЗ 2м/с, 749,  Evening:+19, 748
 Day:+31, З 3м/с, 748,  Evening:+21, 747
 Day:+21, СЗ 1м/с, 749,  Evening:+18, 750
 Day:+22, СВ 2м/с, 754,  Evening:+18, 755
 Day:+24, С 1м/с, 755,  Evening:+14, 754
 Day:+30, З 1м/с, 752,  Evening:+21, 751
 Day:+33, Ю 2м/с, 749,  Evening:+27, 747
 Day:+32, Ю 2м/с, 745,  Evening:+27, 744
 Day:+26, С 2м/с, 743,  Evening:+22, 742
 Day:+29, ЮЗ 3м/с, 741,  Evening:+24, 742
 Day:+23, Ю 3м/с, 743,  Evening:+19, 745
 Day:+19, В 2м/с, 748,  Evening:+16, 747
 Day:+25, СЗ 2м/с, 744,  Evening:+20, 744
 Day:+29, СВ 4м/с, 743,  Evening:+26, 744
 Day:+30, СВ 2м/с, 746,  Evening:+26, 747
 Day:+32, В 2м/с, 748,  Evening:+25, 749
 Day:+31, С 2м/с, 748,  Evening:+22, 748
 Day:+23, В 2м/с, 748,  Evening:+24, 747
 Day:+33, СЗ 3м/с, 744,  Evening:+24, 744
 Day:+18, СЗ 2м/с, 752,  Evening:+15, 751
 Day:+18, С 2м/с, 754,  Evening:+9, 756
 Day:+20, З 3м/с, 755,  Evening:+16, 753
 Day:+18, СВ 2м/с, 753,  Evening:+15, 753
 Day:+25, ЮЗ 2м/с, 749,  Evening:+23, 747
 Day:+19, З 2м/с, 743,  Evening:+11, 746
 Day:+13, С 4м/с, 750,  Evening:+10, 752
 Day:+18, С 2м/с, 752,  Evening:+10, 751
 Day:+22, СЗ 2м/с, 751,  Evening:+13, 752
 Day:+23, ЮЗ 4м/с, 750,  Evening:+21, 748
 Day:+26, З 4м/с, 745,  Evening:+16, 748
 Day:+23, ЮВ 2м/с, 747,  Evening:+21, 746
 Day:+27, СЗ 1м/с, 747,  Evening:+22, 748
 Day:+28, ЮВ 1м/с, 748,  Evening:+18, 748
 Day:+27, СЗ 3м/с, 749,  Evening:+18, 750
 Day:+31, З 2м/с, 750,  Evening:+23, 750
 Day:+27, СЗ 3м/с, 750,  Evening:+20, 750
 Day:+21, СЗ 3м/с, 749,  Evening:+15, 749
 Day:+16, СВ 3м/с, 751,  Evening:+12, 752
 Day:+20, З 3м/с, 749,  Evening:+16, 746
 Day:+16, С 3м/с, 745,  Evening:+11, 747
 Day:+15, СЗ 2м/с, 751,  Evening:+13, 751
 Day:+15, ЮВ 2м/с, 753,  Evening:+14, 754
 Day:+23, ЮВ 3м/с, 754,  Evening:+20, 753
 Day:+28, Ю 2м/с, 751,  Evening:+23, 751
 Day:+29, Ю 2м/с, 749,  Evening:+25, 748
 Day:+28, СЗ 1м/с, 748,  Evening:+24, 748
 Day:+29, СВ 2м/с, 747,  Evening:+26, 748
 Day:+24, З 2м/с, 750,  Evening:+19, 749
 Day:+27, В 3м/с, 746,  Evening:+18, 746
 Day:+3, Ю 2м/с, 756,  Evening:+4, 756
 Day:+11, Ю 2м/с, 755,  Evening:+7, 754
 Day:+12, ЮВ 2м/с, 754,  Evening:+10, 753
 Day:+13, В 3м/с, 753,  Evening:+6, 754
 Day:+11, В 3м/с, 751,  Evening:+11, 751
